Date and Time,End Time,Duration (min),Activity,Quantity,Extra data,Text,Notes,Caregiver
10/8/2020 5:07,10/8/2020 7:12,125,Sleep,,,Baby B slept (2h05m),,Mom
10/8/2020 4:54,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Dad
10/8/2020 4:30,10/8/2020 5:05,23,Nursing,,,"Baby B nursed (11m left, 11m right)",,Mom
10/8/2020 1:23,10/8/2020 4:29,186,Sleep,,,Baby B slept (3h06m),,Mom
10/8/2020 1:14,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
10/8/2020 0:53,10/8/2020 1:17,15,Nursing,,,"Baby B nursed (9m left, 6m right)",,Mom
10/7/2020 20:22,10/8/2020 0:53,271,Sleep,,,Baby B slept (4h31m),,Mom
10/7/2020 19:30,10/7/2020 20:10,39,Bottle,1.5,Milk,Baby B drank 1.5 oz of milk (39m),,Mom
10/7/2020 19:14,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
10/7/2020 17:55,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/7/2020 17:38,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/7/2020 17:16,10/7/2020 17:44,22,Nursing,,,"Baby B nursed (13m left, 9m right)",,Mom
10/7/2020 15:35,10/7/2020 17:14,86,Sleep,,,Baby B napped (1h26m),,Mom
10/7/2020 15:04,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/7/2020 14:42,10/7/2020 14:59,17,Bottle,3,Milk,Baby B drank 3 oz of milk (17m),,Mom
10/7/2020 13:03,10/7/2020 14:39,93,Sleep,,,Baby B napped (1h33m),,Mom
10/7/2020 12:48,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/7/2020 12:26,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/7/2020 12:07,10/7/2020 12:41,28,Nursing,,,"Baby B nursed (14m right, 14m left)",,Mom
10/7/2020 11:36,10/7/2020 12:04,29,Sleep,,,Baby B napped (29m),,Mom
10/7/2020 11:00,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (leak, medium)",,Mom
10/7/2020 10:52,,,Weight,9.28,lbs,Baby B's weight: 9.28 lbs,,Mom
10/7/2020 10:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/7/2020 9:34,10/7/2020 10:12,28,Nursing,,,"Baby B nursed (16m left, 12m right)",,Mom
10/7/2020 8:15,10/7/2020 9:32,57,Sleep,,,Baby B napped (57m),,Mom
10/7/2020 8:32,,,Pumping,4,oz,4 oz Expressed,,Mom
10/7/2020 8:19,,,Height,22.25,inch,Baby B's height: 22.25 in,,Mom
10/7/2020 7:44,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/7/2020 7:20,10/7/2020 7:51,21,Nursing,,,"Baby B nursed (13m right, 9m left)",,Mom
10/7/2020 5:51,10/7/2020 7:14,83,Sleep,,,Baby B slept (1h23m),,Mom
10/7/2020 5:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/7/2020 5:13,10/7/2020 5:32,19,Nursing,,,"Baby B nursed (10m left, 9m right)",,Mom
10/7/2020 2:28,10/7/2020 5:12,164,Sleep,,,Baby B slept (2h44m),,Mom
10/7/2020 2:07,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Dad
10/7/2020 1:45,10/7/2020 2:18,22,Nursing,,,"Baby B nursed (10m left, 12m right)",,Mom
10/6/2020 20:09,10/7/2020 1:45,335,Sleep,,,Baby B slept (5h35m),,Mom
10/6/2020 19:38,10/6/2020 20:12,34,Nursing,,,"Baby B nursed (17m right, 17m left)",,Mom
10/6/2020 19:01,,,Bottle,1,Milk,Baby B drank 1 oz of milk,,Dad
10/6/2020 18:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/6/2020 17:46,10/6/2020 18:24,39,Sleep,,,Baby B slept (39m),,Dad
10/6/2020 17:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/6/2020 16:24,10/6/2020 16:55,28,Nursing,,,"Baby B nursed (14m right, 15m left)",,Mom
10/6/2020 15:37,10/6/2020 16:23,35,Sleep,,,Baby B napped (35m),,Mom
10/6/2020 15:28,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/6/2020 14:44,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/6/2020 14:09,10/6/2020 14:57,37,Nursing,,,"Baby B nursed (14m left, 23m right)",,Mom
10/6/2020 13:00,10/6/2020 14:07,46,Sleep,,,Baby B napped (46m),,Mom
10/6/2020 12:16,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/6/2020 11:40,10/6/2020 12:08,25,Nursing,,,"Baby B nursed (13m right, 12m left)",,Mom
10/6/2020 10:06,10/6/2020 11:39,67,Sleep,,,Baby B napped (1h07m),,Mom
10/6/2020 9:48,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
10/6/2020 9:19,10/6/2020 10:03,38,Nursing,,,"Baby B nursed (22m left, 16m right)",,Mom
10/6/2020 8:00,10/6/2020 8:41,29,Sleep,,,Baby B napped (29m),,Mom
10/6/2020 8:08,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
10/6/2020 7:14,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/6/2020 6:52,10/6/2020 7:22,19,Nursing,,,"Baby B nursed (11m right, 8m left)",,Mom
10/6/2020 4:27,10/6/2020 6:48,140,Sleep,,,Baby B slept (2h20m),,Mom
10/6/2020 4:15,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/6/2020 3:53,10/6/2020 4:25,24,Nursing,,,"Baby B nursed (13m left, 11m right)",,Mom
10/6/2020 1:11,10/6/2020 3:52,161,Sleep,,,Baby B slept (2h41m),,Mom
10/6/2020 1:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/6/2020 0:39,10/6/2020 1:09,22,Nursing,,,"Baby B nursed (10m left, 12m right)",,Mom
10/5/2020 20:23,10/6/2020 0:38,255,Sleep,,,Baby B slept (4h15m),,Mom
10/5/2020 19:57,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
10/5/2020 19:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/5/2020 19:30,,,Bottle,3,Milk,Baby B drank 3 oz of milk,,Dad
10/5/2020 18:26,10/5/2020 19:27,61,Sleep,,,Baby B slept (1h01m),,Dad
10/5/2020 17:56,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/5/2020 17:18,10/5/2020 17:50,31,Nursing,,,"Baby B nursed (15m right, 15m left)",,Mom
10/5/2020 17:18,,,Weight,9.05,lbs,Baby B's weight: 9.05 lbs,,Dad
10/5/2020 17:15,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/5/2020 15:49,10/5/2020 17:12,80,Sleep,,,Baby B napped (1h20m),,Mom
10/5/2020 15:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/5/2020 14:35,10/5/2020 15:16,32,Nursing,,,"Baby B nursed (16m left, 16m right)",,Mom
10/5/2020 13:25,10/5/2020 14:32,55,Sleep,,,Baby B napped (55m),,Mom
10/5/2020 13:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
10/5/2020 12:36,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/5/2020 12:10,10/5/2020 12:47,27,Nursing,,,"Baby B nursed (16m right, 11m left)",,Mom
10/5/2020 11:27,10/5/2020 12:07,35,Sleep,,,Baby B napped (35m),,Mom
10/5/2020 10:14,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/5/2020 9:46,10/5/2020 10:31,36,Nursing,,,"Baby B nursed (19m left, 17m right)",,Mom
10/5/2020 8:17,10/5/2020 9:43,66,Sleep,,,Baby B napped (1h06m),,Mom
10/5/2020 8:30,10/5/2020 8:40,10,Pumping,3.5,oz,3.5 oz Expressed (10m),,Mom
10/5/2020 7:38,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
10/5/2020 7:10,10/5/2020 7:45,22,Nursing,,,"Baby B nursed (15m right, 6m left)",,Mom
10/5/2020 4:45,10/5/2020 7:09,144,Sleep,,,Baby B slept (2h24m),,Mom
10/5/2020 4:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/5/2020 4:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/5/2020 4:10,10/5/2020 4:43,23,Nursing,,,"Baby B nursed (10m left, 13m right)",,Mom
10/5/2020 1:31,10/5/2020 4:09,158,Sleep,,,Baby B slept (2h38m),,Mom
10/5/2020 1:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Dad
10/5/2020 0:54,10/5/2020 1:27,27,Nursing,,,"Baby B nursed (12m left, 15m right)",,Mom
10/4/2020 19:58,10/5/2020 0:53,296,Sleep,,,Baby B slept (4h56m),,Mom
10/4/2020 19:51,,,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk,,Dad
10/4/2020 18:58,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/4/2020 18:17,10/4/2020 18:29,11,Sleep,,,Baby B slept (11m),,Dad
10/4/2020 17:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/4/2020 17:13,10/4/2020 17:49,29,Nursing,,,"Baby B nursed (19m right, 10m left)",,Mom
10/4/2020 15:59,10/4/2020 16:53,54,Sleep,,,Baby B napped (54m),,Mom
10/4/2020 15:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/4/2020 15:08,10/4/2020 15:46,32,Nursing,,,"Baby B nursed (12m left, 20m right)",,Mom
10/4/2020 13:49,10/4/2020 15:04,71,Sleep,,,Baby B napped (1h11m),,Mom
10/4/2020 13:29,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/4/2020 11:28,10/4/2020 12:29,62,Sleep,,,Baby B napped (1h02m),,Mom
10/4/2020 12:26,10/4/2020 13:06,29,Nursing,,,"Baby B nursed (19m right, 10m left)",,Mom
10/4/2020 10:59,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (leak, medium)",,Mom
10/4/2020 9:58,10/4/2020 10:41,41,Nursing,,,"Baby B nursed (19m left, 23m right)",,Mom
10/4/2020 8:29,10/4/2020 9:56,82,Sleep,,,Baby B napped (1h22m),,Mom
10/4/2020 8:59,,,Pumping,4,oz,4 oz Expressed,,Mom
10/4/2020 8:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/4/2020 7:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/4/2020 7:19,10/4/2020 7:47,16,Nursing,,,"Baby B nursed (8m right, 8m left)",,Mom
10/4/2020 5:30,10/4/2020 7:18,105,Sleep,,,Baby B slept (1h45m),,Dad
10/4/2020 5:21,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/4/2020 5:00,10/4/2020 5:27,16,Nursing,,,"Baby B nursed (10m left, 6m right)",,Mom
10/4/2020 2:29,10/4/2020 4:59,149,Sleep,,,Baby B slept (2h29m),,Mom
10/4/2020 2:14,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/4/2020 1:50,10/4/2020 2:26,25,Nursing,,,"Baby B nursed (12m left, 13m right)",,Mom
10/3/2020 20:13,10/4/2020 1:50,337,Sleep,,,Baby B slept (5h37m),,Mom
10/3/2020 20:05,,,Pumping,4,oz,4 oz Expressed,,Mom
10/3/2020 19:35,10/3/2020 20:07,32,Bottle,4,Milk,Baby B drank 4 oz of milk (32m),,Mom
10/3/2020 19:34,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/3/2020 17:42,10/3/2020 18:11,25,Sleep,,,Baby B slept (25m),,Dad
10/3/2020 17:01,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
10/3/2020 16:17,10/3/2020 16:54,33,Nursing,,,"Baby B nursed (19m left, 15m right)",,Mom
10/3/2020 15:00,10/3/2020 16:14,59,Sleep,,,Baby B slept (59m),,Dad
10/3/2020 14:43,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/3/2020 13:45,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
10/3/2020 13:23,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/3/2020 13:18,,,Weight,8.91,lbs,Baby B's weight: 8.91 lbs,,Dad
10/3/2020 13:16,10/3/2020 13:59,35,Nursing,,,"Baby B nursed (23m right, 13m left)",,Mom
10/3/2020 12:17,10/3/2020 12:55,36,Sleep,,,Baby B slept (36m),,Dad
10/3/2020 11:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/3/2020 10:41,10/3/2020 11:27,39,Nursing,,,"Baby B nursed (20m left, 19m right)",,Mom
10/3/2020 9:35,10/3/2020 10:38,55,Sleep,,,Baby B slept (55m),,Dad
10/3/2020 9:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/3/2020 8:30,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/3/2020 8:08,10/3/2020 8:51,30,Nursing,,,"Baby B nursed (18m right, 12m left)",,Mom
10/3/2020 8:05,,,Pumping,4,oz,4 oz Expressed,,Mom
10/3/2020 4:18,10/3/2020 8:05,228,Sleep,,,Baby B slept (3h48m),,Mom
10/3/2020 4:39,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/3/2020 4:18,10/3/2020 4:47,21,Nursing,,,"Baby B nursed (12m left, 9m right)",,Mom
10/3/2020 1:21,10/3/2020 4:18,177,Sleep,,,Baby B slept (2h57m),,Mom
10/3/2020 1:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/3/2020 0:49,10/3/2020 1:18,23,Nursing,,,"Baby B nursed (12m left, 11m right)",,Mom
10/2/2020 19:48,10/3/2020 0:46,298,Sleep,,,Baby B slept (4h58m),,Mom
10/2/2020 20:01,,,Pumping,4,oz,4 oz Expressed,,Mom
10/2/2020 19:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/2/2020 19:00,10/2/2020 19:38,38,Bottle,2.8,Milk,Baby B drank 2.75 oz of milk (38m),,Mom
10/2/2020 18:45,,,Diaper,,Wet,"Baby B had a wet diaper (open-air accident, small)",,Mom
10/2/2020 17:42,10/2/2020 18:10,28,Sleep,,,Baby B napped (28m),,Mom
10/2/2020 17:17,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/2/2020 16:33,10/2/2020 17:04,26,Nursing,,,"Baby B nursed (19m left, 8m right)",,Mom
10/2/2020 15:05,10/2/2020 16:28,83,Sleep,,,Baby B napped (1h23m),,Mom
10/2/2020 14:39,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/2/2020 14:08,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/2/2020 13:47,10/2/2020 14:29,31,Nursing,,,"Baby B nursed (15m right, 16m left)",,Mom
10/2/2020 12:44,10/2/2020 13:43,41,Sleep,,,Baby B napped (41m),,Mom
10/2/2020 12:10,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/2/2020 11:31,10/2/2020 12:03,30,Nursing,,,"Baby B nursed (14m left, 16m right)",,Mom
10/2/2020 10:51,10/2/2020 11:28,28,Sleep,,,Baby B napped (28m),,Mom
10/2/2020 9:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/2/2020 9:18,10/2/2020 10:03,35,Nursing,,,"Baby B nursed (17m right, 18m left)",,Mom
10/2/2020 8:05,10/2/2020 9:16,46,Sleep,,,Baby B napped (46m),,Mom
10/2/2020 7:45,,,Diaper,,Wet,Baby B had a wet diaper (small),,Mom
10/2/2020 7:39,,,Pumping,4,oz,4 oz Expressed,,Mom
10/2/2020 7:25,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (leak, medium)",,Mom
10/2/2020 6:56,10/2/2020 7:34,25,Nursing,,,"Baby B nursed (16m left, 9m right)",,Mom
10/2/2020 4:50,10/2/2020 6:54,124,Sleep,,,Baby B slept (2h04m),,Mom
10/2/2020 4:25,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/2/2020 4:11,10/2/2020 4:39,19,Nursing,,,"Baby B nursed (9m right, 10m left)",,Mom
10/2/2020 2:10,10/2/2020 4:10,120,Sleep,,,Baby B napped (2h),,Mom
10/2/2020 1:22,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/2/2020 0:58,10/2/2020 1:16,18,Nursing,,,"Baby B nursed (11m left, 7m right)",,Mom
10/1/2020 19:38,10/2/2020 0:58,320,Sleep,,,Baby B napped (5h20m),,Mom
10/1/2020 18:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/1/2020 18:40,10/1/2020 19:15,35,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (35m),,Mom
10/1/2020 16:52,10/1/2020 17:43,35,Sleep,,,Baby B napped (35m),,Mom
10/1/2020 16:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/1/2020 15:47,10/1/2020 16:23,32,Nursing,,,"Baby B nursed (16m right, 16m left)",,Mom
10/1/2020 14:22,10/1/2020 15:44,73,Sleep,,,Baby B napped (1h13m),,Mom
10/1/2020 14:03,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/1/2020 13:12,10/1/2020 13:48,32,Nursing,,,"Baby B nursed (13m left, 19m right)",,Mom
10/1/2020 12:08,10/1/2020 13:08,50,Sleep,,,Baby B napped (50m),,Mom
10/1/2020 12:01,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
10/1/2020 11:33,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
10/1/2020 10:49,10/1/2020 11:27,34,Nursing,,,"Baby B nursed (18m right, 16m left)",,Mom
10/1/2020 9:26,10/1/2020 10:45,79,Sleep,,,Baby B slept (1h19m),,Mom
10/1/2020 8:57,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/1/2020 8:36,10/1/2020 9:01,15,Nursing,,,"Baby B nursed (11m left, 5m right)",,Mom
10/1/2020 8:30,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (leak, large)",,Mom
10/1/2020 6:49,10/1/2020 8:09,80,Sleep,,,Baby B slept (1h20m),,Mom
10/1/2020 6:36,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
10/1/2020 6:16,10/1/2020 6:47,22,Nursing,,,"Baby B nursed (11m right, 11m left)",,Mom
10/1/2020 2:38,10/1/2020 6:15,217,Sleep,,,Baby B slept (3h37m),,Mom
10/1/2020 2:22,,,Diaper,,Wet,"Baby B had a wet diaper (open-air accident, medium)",,Dad
10/1/2020 2:22,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
10/1/2020 1:54,10/1/2020 2:33,20,Nursing,,,"Baby B nursed (7m left, 13m right)",,Mom
9/30/2020 22:59,10/1/2020 1:53,174,Sleep,,,Baby B slept (2h54m),,Mom
9/30/2020 22:23,9/30/2020 22:57,27,Nursing,,,"Baby B nursed (10m left, 17m right)",,Mom
9/30/2020 20:35,9/30/2020 22:22,77,Sleep,,,Baby B slept (1h17m),,Mom
9/30/2020 19:37,9/30/2020 19:54,17,Sleep,,,Baby B slept (17m),,Dad
9/30/2020 19:54,,,Pumping,4,oz,4 oz Expressed,,Mom
9/30/2020 18:50,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
9/30/2020 18:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/30/2020 17:59,9/30/2020 18:22,23,Sleep,,,Baby B slept (23m),,Dad
9/30/2020 17:31,,,Pumping,2.5,oz,2.5 oz Expressed (R),,Mom
9/30/2020 17:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/30/2020 16:39,9/30/2020 16:52,13,Nursing,,,Baby B nursed (13m left),,Mom
9/30/2020 15:40,9/30/2020 16:34,50,Sleep,,,Baby B napped (50m),,Mom
9/30/2020 14:54,,,Diaper,,Wet,Baby B had a wet diaper (small),,Mom
9/30/2020 14:42,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/30/2020 14:27,9/30/2020 14:43,16,Nursing,,,Baby B nursed (16m left),,Mom
9/30/2020 13:03,9/30/2020 14:23,67,Sleep,,,Baby B napped (1h07m),,Mom
9/30/2020 12:14,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/30/2020 11:53,9/30/2020 12:21,20,Nursing,,,"Baby B nursed (13m right, 7m left)",,Mom
9/30/2020 10:44,9/30/2020 11:50,48,Sleep,,,Baby B napped (48m),,Mom
9/30/2020 10:07,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/30/2020 9:35,9/30/2020 9:59,21,Nursing,,,"Baby B nursed (16m left, 5m right)",,Mom
9/30/2020 8:26,9/30/2020 9:29,41,Sleep,,,Baby B napped (41m),,Mom
9/30/2020 8:56,,,Pumping,4,oz,4 oz Expressed,,Mom
9/30/2020 8:04,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/30/2020 7:46,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/30/2020 7:15,9/30/2020 7:35,20,Nursing,,,"Baby B nursed (15m right, 5m left)",,Mom
9/30/2020 5:12,9/30/2020 7:14,122,Sleep,,,Baby B slept (2h02m),,Mom
9/30/2020 5:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/30/2020 4:37,9/30/2020 5:08,22,Nursing,,,"Baby B nursed (12m right, 10m left)",,Mom
9/30/2020 0:48,9/30/2020 4:36,228,Sleep,,,Baby B slept (3h48m),,Mom
9/30/2020 0:29,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/29/2020 23:51,9/30/2020 0:17,26,Nursing,,,"Baby B nursed (17m left, 9m right)",,Mom
9/29/2020 20:25,9/29/2020 23:47,202,Sleep,,,Baby B slept (3h22m),,Mom
9/29/2020 19:45,9/29/2020 19:51,6,Nursing,,,Baby B nursed (6m right),,Dad
9/29/2020 19:05,9/29/2020 19:32,27,Bottle,2,Milk,Baby B drank 2 oz of milk (27m),,Dad
9/29/2020 19:05,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/29/2020 18:18,9/29/2020 18:40,20,Sleep,,,Baby B napped (20m),,Mom
9/29/2020 17:33,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/29/2020 16:54,9/29/2020 17:21,23,Nursing,,,"Baby B nursed (16m right, 7m left)",,Mom
9/29/2020 15:32,9/29/2020 16:50,77,Sleep,,,Baby B slept (1h17m),,Dad
9/29/2020 15:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/29/2020 14:41,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/29/2020 14:19,9/29/2020 14:54,28,Nursing,,,"Baby B nursed (16m left, 12m right)",,Mom
9/29/2020 13:30,9/29/2020 14:17,46,Sleep,,,Baby B slept (46m),,Dad
9/29/2020 11:45,9/29/2020 12:25,40,Nursing,,,"Baby B nursed (20m right, 20m left)",,Mom
9/29/2020 11:22,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/29/2020 10:50,,,Weight,9,lbs,Baby B's weight: 9 lbs,,Mom
9/29/2020 9:46,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/29/2020 9:22,9/29/2020 10:00,29,Nursing,,,"Baby B nursed (15m left, 14m right)",,Mom
9/29/2020 7:59,9/29/2020 9:19,80,Sleep,,,Baby B napped (1h20m),,Mom
9/29/2020 7:34,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/29/2020 7:04,9/29/2020 7:38,19,Nursing,,,"Baby B nursed (14m right, 5m left)",,Mom
9/29/2020 5:14,9/29/2020 7:01,107,Sleep,,,Baby B slept (1h47m),,Mom
9/29/2020 4:55,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
9/29/2020 4:25,9/29/2020 5:10,31,Nursing,,,"Baby B nursed (13m left, 18m right)",,Mom
9/29/2020 1:09,9/29/2020 4:24,195,Sleep,,,Baby B slept (3h15m),,Mom
9/29/2020 0:55,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
9/29/2020 0:26,9/29/2020 1:05,28,Nursing,,,"Baby B nursed (18m left, 10m right)",,Mom
9/28/2020 19:20,9/29/2020 0:25,305,Sleep,,,Baby B slept (5h05m),,Mom
9/28/2020 19:33,9/28/2020 19:45,12,Pumping,5,oz,5 oz Expressed (12m),,Mom
9/28/2020 19:06,,,Bottle,2,Milk,Baby B drank 2 oz of milk,,Dad
9/28/2020 18:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
9/28/2020 17:35,9/28/2020 18:15,40,Sleep,,,Baby B slept (40m),,Dad
9/28/2020 17:35,9/28/2020 18:15,41,Sleep,,,Baby B napped (41m),,Mom
9/28/2020 17:26,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/28/2020 17:03,,,Diaper,,Wet,Baby B had a wet diaper (small),,Mom
9/28/2020 16:30,9/28/2020 17:22,35,Nursing,,,"Baby B nursed (20m right, 15m left)",,Mom
9/28/2020 15:01,9/28/2020 16:24,82,Sleep,,,Baby B napped (1h22m),,Mom
9/28/2020 14:41,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Mom
9/28/2020 14:18,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
9/28/2020 14:08,9/28/2020 14:33,18,Nursing,,,"Baby B nursed (6m left, 13m right)",,Mom
9/28/2020 12:48,9/28/2020 14:06,69,Sleep,,,Baby B napped (1h09m),,Mom
9/28/2020 12:27,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
9/28/2020 12:00,9/28/2020 12:37,27,Nursing,,,"Baby B nursed (18m right, 9m left)",,Mom
9/28/2020 11:26,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
9/28/2020 10:55,,,Weight,8.75,lbs,Baby B's weight: 8 lbs 12 oz,,Mom
9/28/2020 10:55,,,Height,21.7,inch,Baby B's height: 21.7 in,,Mom
9/28/2020 10:09,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
9/28/2020 9:37,9/28/2020 10:01,24,Sleep,,,Baby B napped (24m),,Mom
9/28/2020 8:38,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/28/2020 8:12,9/28/2020 8:29,14,Nursing,,,"Baby B nursed (8m right, 6m left)",,Mom
9/28/2020 5:03,9/28/2020 8:11,188,Sleep,,,Baby B slept (3h08m),,Mom
9/28/2020 4:42,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
9/27/2020 20:15,9/28/2020 4:24,488,Sleep,,,Baby B slept (8h08m),,Mom
9/28/2020 4:24,9/28/2020 4:51,19,Nursing,,,"Baby B nursed (9m left, 10m right)",,Mom
9/27/2020 20:23,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
